User_id,food_name,country,calories,protein_g,fat_g,carbs_g,primary_goal,time_of_day,suitability_score
69,Nopalitos (Cactus Eggs),Mexico,90,6,6,4,Maintenance,Breakfast,0
69,Oatmeal with Cinnamon,Mexico,110,4,2,18,Maintenance,Breakfast,0
69,Tacos al Pastor (Lean),Mexico,200,14,9,16,Maintenance,Lunch,1
69,Chicken Enchiladas,Mexico,185,12,10,14,Maintenance,Lunch,1
69,Pozole Soup (Chicken),Mexico,105,9,3,11,Maintenance,Lunch,0
69,Chicken Mole (Lean),Mexico,220,16,12,13,Maintenance,Lunch,1
69,Fish Ceviche,Mexico,95,15,2,5,Maintenance,Lunch,1
69,Grilled Shrimp Tacos,Mexico,160,14,6,14,Maintenance,Lunch,1
69,Black Bean Soup,Mexico,90,6,1,16,Maintenance,Lunch,0
69,Guacamole & Jicama,Mexico,120,2,10,8,Maintenance,Lunch,0
69,Fajita Chicken Salad,Mexico,140,20,6,5,Maintenance,Lunch,1
69,Grilled Corn (Elote),Mexico,150,4,6,25,Maintenance,Lunch,0
69,Pork Carnitas (Lean),Mexico,240,22,16,0,Maintenance,Dinner,1
69,Cheese Quesadilla (WW),Mexico,270,12,16,22,Maintenance,Dinner,1
69,Chile Relleno (Baked),Mexico,170,8,11,10,Maintenance,Dinner,0
69,Carne Asada,Mexico,210,26,12,0,Maintenance,Dinner,0
69,Tortilla Soup,Mexico,110,6,6,9,Maintenance,Dinner,0
69,Baked Red Snapper,Mexico,120,24,3,0,Maintenance,Dinner,1
69,Beef Barbacoa,Mexico,200,22,12,2,Maintenance,Dinner,1
69,Grilled Vegetables,Mexico,70,2,4,8,Maintenance,Dinner,0
69,Turkey Tostadas,Mexico,180,15,8,14,Maintenance,Dinner,1
69,Lentil Sopa,Mexico,100,7,2,15,Maintenance,Dinner,0
70,Menemen (Eggs),Turkey,120,7,9,4,Weight Loss,Breakfast,1
70,Simit (Sesame Bread),Turkey,270,9,5,50,Weight Loss,Breakfast,0
70,White Cheese (Feta),Turkey,260,18,20,2,Weight Loss,Breakfast,0
70,Olives and Tomatoes,Turkey,80,1,8,3,Weight Loss,Breakfast,1
70,Honey and Kaymak,Turkey,350,2,25,30,Weight Loss,Breakfast,0
70,Sucuk (Small Portion),Turkey,330,14,30,2,Weight Loss,Breakfast,0
70,Boiled Egg & Parsley,Turkey,145,12,10,1,Weight Loss,Breakfast,1
70,Tahini & Molasses,Turkey,400,10,25,38,Weight Loss,Breakfast,0
70,Acuka (Nut Spread),Turkey,250,5,22,10,Weight Loss,Breakfast,0
70,Cucumber with Dill,Turkey,20,1,0.1,4,Weight Loss,Breakfast,1
70,Doner Kebab (Chicken Lean),Turkey,180,20,10,4,Weight Loss,Lunch,0
70,Lentil Soup (Mercimek),Turkey,75,5,1,12,Weight Loss,Lunch,1
70,Lahmacun (One Piece),Turkey,190,9,8,22,Weight Loss,Lunch,0
70,Bulgur Pilaf,Turkey,120,4,1,25,Weight Loss,Lunch,1
70,Cacik (Yogurt Dip),Turkey,50,4,2,4,Weight Loss,Lunch,1
70,Kofte (Grilled Meatball),Turkey,220,24,13,2,Weight Loss,Lunch,0
70,Vegetable Pide,Turkey,240,8,9,32,Weight Loss,Lunch,0
70,Stuffed Eggplant,Turkey,110,2,8,10,Weight Loss,Lunch,1
70,Shepherd Salad,Turkey,40,1,2,5,Weight Loss,Lunch,1
70,Chicken Shish Kebab,Turkey,155,24,6,0,Weight Loss,Lunch,0
70,Lamb Shish Kebab,Turkey,230,25,14,0,Weight Loss,Dinner,0
70,Baked Sea Bass,Turkey,130,23,4,0,Weight Loss,Dinner,1
70,Beef Manti (Small Portion),Turkey,200,11,9,20,Weight Loss,Dinner,0
70,Iskender (Lean Meat),Turkey,240,18,16,10,Weight Loss,Dinner,0
70,Okra Stew with Lamb,Turkey,120,12,7,4,Weight Loss,Dinner,1
70,Borek (Spinach/Cheese),Turkey,300,10,18,26,Weight Loss,Dinner,0
70,Kurnu Yaruk (Eggplant),Turkey,140,10,10,4,Weight Loss,Dinner,1
70,Grilled Quail,Turkey,200,25,11,0,Weight Loss,Dinner,0
70,White Bean Stew,Turkey,125,8,3,17,Weight Loss,Dinner,1
70,Stuffed Cabbage Rolls,Turkey,135,9,7,10,Weight Loss,Dinner,1
71,Shakshuka,Saudi Arabia,115,8,8,4,Weight Loss,Breakfast,1
71,Foul Medames,Saudi Arabia,110,7,2,18,Weight Loss,Breakfast,1
71,Sukkari Dates,Saudi Arabia,280,2,0.4,75,Weight Loss,Breakfast,0
71,Labneh (Low Fat),Saudi Arabia,120,10,7,5,Weight Loss,Breakfast,1
71,Whole Wheat Tamis,Saudi Arabia,240,8,2,48,Weight Loss,Breakfast,0
71,Boiled Fava Beans,Saudi Arabia,110,8,1,19,Weight Loss,Breakfast,1
71,Arabic Salad,Saudi Arabia,45,1,2,6,Weight Loss,Breakfast,1
71,Egg and Tomato,Saudi Arabia,95,7,6,3,Weight Loss,Breakfast,1
71,Grilled Halloumi,Saudi Arabia,320,21,24,2,Weight Loss,Breakfast,0
71,Olive Bread,Saudi Arabia,250,7,9,35,Weight Loss,Breakfast,0
71,Chicken Kabsa (Skinless),Saudi Arabia,170,12,6,20,Weight Loss,Lunch,0
71,Lamb Mandi (Lean),Saudi Arabia,210,17,12,15,Weight Loss,Lunch,0
71,Grilled Fish Sayadiya,Saudi Arabia,160,19,6,10,Weight Loss,Lunch,0
71,Jareesh (Whole Wheat),Saudi Arabia,130,7,4,18,Weight Loss,Lunch,1
71,Grilled Chicken Shish,Saudi Arabia,150,24,5,0,Weight Loss,Lunch,1
71,Lentil Salad,Saudi Arabia,115,8,3,15,Weight Loss,Lunch,1
71,Steamed Shrimp,Saudi Arabia,100,21,1,1,Weight Loss,Lunch,1
71,Hummus (Plain),Saudi Arabia,160,8,10,14,Weight Loss,Lunch,0
71,Roasted Eggplant,Saudi Arabia,70,1,4,8,Weight Loss,Lunch,1
71,Okra Stew (Bamia),Saudi Arabia,85,3,4,10,Weight Loss,Lunch,1
71,Grilled Lamb Chops,Saudi Arabia,240,25,16,0,Weight Loss,Dinner,0
71,Chicken Shawarma Plate,Saudi Arabia,180,20,9,2,Weight Loss,Dinner,0
71,Vegetable Harees,Saudi Arabia,110,5,2,18,Weight Loss,Dinner,1
71,Baked Sea Bream,Saudi Arabia,130,20,5,0,Weight Loss,Dinner,1
71,Kousa Mahshi (Squash),Saudi Arabia,90,5,3,12,Weight Loss,Dinner,1
71,Arabic Lentil Soup,Saudi Arabia,70,5,1,11,Weight Loss,Dinner,1
71,Mutabbaq (Veggie),Saudi Arabia,180,8,10,15,Weight Loss,Dinner,0
71,Grilled Octopus,Saudi Arabia,160,30,2,0,Weight Loss,Dinner,0
71,Stuffed Bell Peppers,Saudi Arabia,110,6,4,13,Weight Loss,Dinner,1
71,Mutton Kofta,Saudi Arabia,220,24,13,1,Weight Loss,Dinner,0
72,Zaatar Manakish (WW),Lebanon,260,7,12,32,Muscle Gain,Breakfast,0
72,Labneh with Olive Oil,Lebanon,160,8,13,5,Muscle Gain,Breakfast,0
72,Shakshuka (Eggs),Lebanon,115,8,8,4,Muscle Gain,Breakfast,0
72,Foul Medames,Lebanon,110,7,3,17,Muscle Gain,Breakfast,0
72,Grilled Halloumi,Lebanon,320,22,25,2,Muscle Gain,Breakfast,1
72,Arabic Coffee & Dates,Lebanon,280,2,0.4,75,Muscle Gain,Breakfast,0
72,Cheese Knefeh (Small),Lebanon,360,9,20,38,Muscle Gain,Breakfast,0
72,Thyme and Cucumber,Lebanon,30,1,2,4,Muscle Gain,Breakfast,0
72,Boiled Egg & Zaatar,Lebanon,155,12,11,2,Muscle Gain,Breakfast,0
72,Honey & Ricotta,Lebanon,170,9,10,12,Muscle Gain,Breakfast,0
72,Tabbouleh Salad,Lebanon,110,2,7,11,Muscle Gain,Lunch,0
72,Fattoush Salad,Lebanon,95,2,5,10,Muscle Gain,Lunch,0
72,Hummus with Pine Nuts,Lebanon,180,8,12,12,Muscle Gain,Lunch,0
72,Baked Kibbeh (Lean),Lebanon,220,16,12,14,Muscle Gain,Lunch,0
72,Shish Tawook (Chicken),Lebanon,155,24,6,1,Muscle Gain,Lunch,1
72,Falafel (Baked),Lebanon,260,12,14,24,Muscle Gain,Lunch,0
72,Baba Ganoush,Lebanon,120,2,9,8,Muscle Gain,Lunch,0
72,Lentil Soup (Adas),Lebanon,80,5,1,13,Muscle Gain,Lunch,0
72,Stuffed Cabbage,Lebanon,130,8,7,10,Muscle Gain,Lunch,0
72,Fried Cauliflower,Lebanon,140,3,12,8,Muscle Gain,Lunch,0
72,Grilled Beef Kafta,Lebanon,230,24,15,1,Muscle Gain,Dinner,1
72,Baked Sea Bass,Lebanon,130,23,4,0,Muscle Gain,Dinner,1
72,Lamb Chops (Lean),Lebanon,250,26,16,0,Muscle Gain,Dinner,1
72,Mujadara (Lentil/Rice),Lebanon,145,6,4,24,Muscle Gain,Dinner,0
72,Green Bean Stew,Lebanon,90,3,5,9,Muscle Gain,Dinner,0
72,Okra in Oil,Lebanon,80,2,5,8,Muscle Gain,Dinner,0
72,Grilled Prawns,Lebanon,110,22,2,1,Muscle Gain,Dinner,1
72,Lebanese Moussaka,Lebanon,120,4,7,11,Muscle Gain,Dinner,0
72,Roast Chicken & Garlic,Lebanon,165,30,5,1,Muscle Gain,Dinner,1
72,Beef Shawarma Plate,Lebanon,210,22,12,3,Muscle Gain,Dinner,1
73,Steamed Shrimp Dim Sum,China,160,9,6,18,Maintenance,Breakfast,0
73,Rice Congee (Plain),China,50,1,0.2,11,Maintenance,Breakfast,0
73,Pork Baozi (Steamed),China,230,10,8,30,Maintenance,Breakfast,0
73,Scallion Pancake,China,280,5,14,34,Maintenance,Breakfast,0
73,Soy Milk (Unsweetened),China,35,3,2,2,Maintenance,Breakfast,0
73,Tea Leaf Egg,China,155,13,11,1,Maintenance,Breakfast,1
73,Wonton Soup,China,80,5,3,9,Maintenance,Breakfast,0
73,Steamed Rice Rolls,China,140,3,0.5,31,Maintenance,Breakfast,0
73,Millet Porridge,China,60,2,1,12,Maintenance,Breakfast,0
73,Red Bean Bun,China,250,6,4,48,Maintenance,Breakfast,0
73,Kung Pao Chicken (Lean),China,180,16,11,7,Maintenance,Lunch,1
73,Mapo Tofu (Low Fat),China,115,9,7,4,Maintenance,Lunch,0
73,Beef and Broccoli,China,130,14,6,6,Maintenance,Lunch,1
73,Steamed Sea Bass,China,110,21,3,0,Maintenance,Lunch,1
73,Buddha's Delight (Veg),China,80,4,3,10,Maintenance,Lunch,0
73,Chicken Cashew Nut,China,200,18,12,8,Maintenance,Lunch,1
73,Hot and Sour Soup,China,65,4,3,7,Maintenance,Lunch,0
73,Shrimp Fried Rice (Small),China,170,7,5,24,Maintenance,Lunch,0
73,Stir Fried Spinach,China,45,3,2,4,Maintenance,Lunch,0
73,Chicken Dumplings,China,190,12,8,18,Maintenance,Lunch,1
73,Peking Duck (No Skin),China,220,25,13,0,Maintenance,Dinner,0
73,Twice Cooked Pork (Lean),China,240,20,17,3,Maintenance,Dinner,1
73,Szechuan Fish,China,150,18,8,2,Maintenance,Dinner,1
73,Ants Climbing a Tree,China,210,12,11,16,Maintenance,Dinner,1
73,Bitter Melon with Egg,China,90,6,6,4,Maintenance,Dinner,0
73,Lemon Chicken (Baked),China,180,21,8,7,Maintenance,Dinner,1
73,Bok Choy with Garlic,China,35,2,2,3,Maintenance,Dinner,0
73,Ma Po Eggplant,China,100,2,7,8,Maintenance,Dinner,0
73,Braised Beef Noodle,China,160,10,6,16,Maintenance,Dinner,0
73,Egg Drop Soup,China,40,2,3,2,Maintenance,Dinner,0
74,Oatmeal with Almonds,Pakistan,120,5,4,18,Weight Loss,Breakfast,1
74,Boiled Eggs,Pakistan,155,13,11,1,Weight Loss,Breakfast,0
74,Whole Wheat Paratha,Pakistan,260,6,12,35,Weight Loss,Breakfast,0
74,Egg White Omelette,Pakistan,52,11,0.2,0.7,Weight Loss,Breakfast,1
74,Yogurt with Honey,Pakistan,70,4,2,10,Weight Loss,Breakfast,1
74,Chana Masala,Pakistan,140,6,5,18,Weight Loss,Breakfast,1
74,Fruit Chaat,Pakistan,80,1,0.5,18,Weight Loss,Breakfast,1
74,Mung Daal Chilla,Pakistan,160,9,4,22,Weight Loss,Breakfast,0
74,Lassi (Salted),Pakistan,45,3,2,4,Weight Loss,Breakfast,1
74,Mixed Nuts,Pakistan,600,20,50,20,Weight Loss,Breakfast,0
74,Chicken Karahi (Lean),Pakistan,150,19,7,2,Weight Loss,Lunch,1
74,Daal Mash,Pakistan,105,7,3,13,Weight Loss,Lunch,1
74,Mixed Veg Sabzi,Pakistan,85,3,5,10,Weight Loss,Lunch,1
74,Chicken Tikka Breast,Pakistan,140,26,3,0,Weight Loss,Lunch,1
74,Grilled Fish,Pakistan,110,20,3,0,Weight Loss,Lunch,1
74,Lentil Soup,Pakistan,75,5,1,12,Weight Loss,Lunch,1
74,Brown Rice,Pakistan,110,3,1,23,Weight Loss,Lunch,1
74,Chapli Kebab (Baked),Pakistan,210,22,12,2,Weight Loss,Lunch,0
74,Palak Paneer,Pakistan,150,9,11,4,Weight Loss,Lunch,1
74,Tinda Masala,Pakistan,60,2,3,7,Weight Loss,Lunch,1
74,Mutton Stew (Lean),Pakistan,180,20,10,2,Weight Loss,Dinner,0
74,Baked Trout,Pakistan,150,19,7,0,Weight Loss,Dinner,1
74,Chicken Haleem,Pakistan,130,12,5,12,Weight Loss,Dinner,1
74,Okra Bhindi Fry,Pakistan,90,2,6,8,Weight Loss,Dinner,1
74,Steamed Chicken,Pakistan,120,22,2,4,Weight Loss,Dinner,1
74,Matar Paneer,Pakistan,160,10,10,8,Weight Loss,Dinner,0
74,Beef Shish Kebab,Pakistan,200,25,11,0,Weight Loss,Dinner,0
74,Red Kidney Beans,Pakistan,120,8,1,20,Weight Loss,Dinner,1
74,Pumpkin Masala,Pakistan,50,1,2,8,Weight Loss,Dinner,1
74,Whole Wheat Roti,Pakistan,260,9,1,55,Weight Loss,Dinner,0
75,Zaatar Manakish (WW),Lebanon,260,7,12,32,Muscle Gain,Breakfast,0
75,Labneh with Olive Oil,Lebanon,160,8,13,5,Muscle Gain,Breakfast,0
75,Shakshuka (Eggs),Lebanon,115,8,8,4,Muscle Gain,Breakfast,0
75,Foul Medames,Lebanon,110,7,3,17,Muscle Gain,Breakfast,0
75,Grilled Halloumi,Lebanon,320,22,25,2,Muscle Gain,Breakfast,1
75,Arabic Coffee & Dates,Lebanon,280,2,0.4,75,Muscle Gain,Breakfast,0
75,Cheese Knefeh (Small),Lebanon,360,9,20,38,Muscle Gain,Breakfast,0
75,Thyme and Cucumber,Lebanon,30,1,2,4,Muscle Gain,Breakfast,0
75,Boiled Egg & Zaatar,Lebanon,155,12,11,2,Muscle Gain,Breakfast,0
75,Honey & Ricotta,Lebanon,170,9,10,12,Muscle Gain,Breakfast,0
75,Tabbouleh Salad,Lebanon,110,2,7,11,Muscle Gain,Lunch,0
75,Fattoush Salad,Lebanon,95,2,5,10,Muscle Gain,Lunch,0
75,Hummus with Pine Nuts,Lebanon,180,8,12,12,Muscle Gain,Lunch,0
75,Baked Kibbeh (Lean),Lebanon,220,16,12,14,Muscle Gain,Lunch,0
75,Shish Tawook (Chicken),Lebanon,155,24,6,1,Muscle Gain,Lunch,1
75,Falafel (Baked),Lebanon,260,12,14,24,Muscle Gain,Lunch,0
75,Baba Ganoush,Lebanon,120,2,9,8,Muscle Gain,Lunch,0
75,Lentil Soup (Adas),Lebanon,80,5,1,13,Muscle Gain,Lunch,0
75,Stuffed Cabbage,Lebanon,130,8,7,10,Muscle Gain,Lunch,0
75,Fried Cauliflower,Lebanon,140,3,12,8,Muscle Gain,Lunch,0
75,Grilled Beef Kafta,Lebanon,230,24,15,1,Muscle Gain,Dinner,1
75,Baked Sea Bass,Lebanon,130,23,4,0,Muscle Gain,Dinner,1
75,Lamb Chops (Lean),Lebanon,250,26,16,0,Muscle Gain,Dinner,1
75,Mujadara (Lentil/Rice),Lebanon,145,6,4,24,Muscle Gain,Dinner,0
75,Green Bean Stew,Lebanon,90,3,5,9,Muscle Gain,Dinner,0
75,Okra in Oil,Lebanon,80,2,5,8,Muscle Gain,Dinner,0
75,Grilled Prawns,Lebanon,110,22,2,1,Muscle Gain,Dinner,1
75,Lebanese Moussaka,Lebanon,120,4,7,11,Muscle Gain,Dinner,0
75,Roast Chicken & Garlic,Lebanon,165,30,5,1,Muscle Gain,Dinner,1
75,Beef Shawarma Plate,Lebanon,210,22,12,3,Muscle Gain,Dinner,1
76,Huevos Rancheros,Mexico,165,8,11,12,Muscle Gain,Breakfast,0
76,Chilaquiles (Baked),Mexico,190,6,10,22,Muscle Gain,Breakfast,0
76,Pork Tamales,Mexico,230,9,14,20,Muscle Gain,Breakfast,0
76,Molletes (Whole Wheat),Mexico,200,10,7,25,Muscle Gain,Breakfast,0
76,Fruit Salad with Lime,Mexico,55,1,0.5,13,Muscle Gain,Breakfast,0
76,Scrambled Eggs with Salsa,Mexico,140,10,11,2,Muscle Gain,Breakfast,0
76,Refried Black Beans,Mexico,120,7,3,16,Muscle Gain,Breakfast,0
76,Mexican Papaya,Mexico,43,0.5,0.1,11,Muscle Gain,Breakfast,0
76,Nopalitos (Cactus Eggs),Mexico,90,6,6,4,Muscle Gain,Breakfast,0
76,Oatmeal with Cinnamon,Mexico,110,4,2,18,Muscle Gain,Breakfast,0
76,Tacos al Pastor (Lean),Mexico,200,14,9,16,Muscle Gain,Lunch,0
76,Chicken Enchiladas,Mexico,185,12,10,14,Muscle Gain,Lunch,0
76,Pozole Soup (Chicken),Mexico,105,9,3,11,Muscle Gain,Lunch,0
76,Chicken Mole (Lean),Mexico,220,16,12,13,Muscle Gain,Lunch,0
76,Fish Ceviche,Mexico,95,15,2,5,Muscle Gain,Lunch,0
76,Grilled Shrimp Tacos,Mexico,160,14,6,14,Muscle Gain,Lunch,0
76,Black Bean Soup,Mexico,90,6,1,16,Muscle Gain,Lunch,0
76,Guacamole & Jicama,Mexico,120,2,10,8,Muscle Gain,Lunch,0
76,Fajita Chicken Salad,Mexico,140,20,6,5,Muscle Gain,Lunch,1
76,Grilled Corn (Elote),Mexico,150,4,6,25,Muscle Gain,Lunch,0
76,Pork Carnitas (Lean),Mexico,240,22,16,0,Muscle Gain,Dinner,1
76,Cheese Quesadilla (WW),Mexico,270,12,16,22,Muscle Gain,Dinner,0
76,Chile Relleno (Baked),Mexico,170,8,11,10,Muscle Gain,Dinner,0
76,Carne Asada,Mexico,210,26,12,0,Muscle Gain,Dinner,1
76,Tortilla Soup,Mexico,110,6,6,9,Muscle Gain,Dinner,0
76,Baked Red Snapper,Mexico,120,24,3,0,Muscle Gain,Dinner,1
76,Beef Barbacoa,Mexico,200,22,12,2,Muscle Gain,Dinner,1
76,Grilled Vegetables,Mexico,70,2,4,8,Muscle Gain,Dinner,0
76,Turkey Tostadas,Mexico,180,15,8,14,Muscle Gain,Dinner,0
76,Lentil Sopa,Mexico,100,7,2,15,Muscle Gain,Dinner,0
77,Acai Bowl (Unsweetened),Brazil,100,2,5,14,Maintenance,Breakfast,0
77,Pao de Queijo (Small),Brazil,310,6,18,34,Maintenance,Breakfast,0
77,Tapioca with Cheese,Brazil,180,4,6,30,Maintenance,Breakfast,0
77,Papaya Fruit,Brazil,43,0.5,0.1,11,Maintenance,Breakfast,0
77,Bolo de Fuba (Corn),Brazil,320,5,14,45,Maintenance,Breakfast,0
77,Grilled Pineapple,Brazil,50,0.5,0.2,13,Maintenance,Breakfast,0
77,Scrambled Eggs (2),Brazil,145,12,10,1,Maintenance,Breakfast,1
77,Whole Wheat Bread,Brazil,250,9,3,48,Maintenance,Breakfast,0
77,Couscous (Nordestino),Brazil,110,4,0.5,23,Maintenance,Breakfast,0
77,Fruit Smoothie,Brazil,60,2,0.5,12,Maintenance,Breakfast,0
77,Feijoada (Lean Version),Brazil,170,14,9,10,Maintenance,Lunch,1
77,Moqueca (Fish Stew),Brazil,150,12,9,6,Maintenance,Lunch,1
77,Picanha (Lean Fat Cap),Brazil,240,25,15,0,Maintenance,Lunch,0
77,Chicken Coxinha (Baked),Brazil,220,12,10,22,Maintenance,Lunch,1
77,Rice and Black Beans,Brazil,130,6,1,25,Maintenance,Lunch,0
77,Grilled Chicken Breast,Brazil,165,31,3.6,0,Maintenance,Lunch,0
77,Shrimp Bobo,Brazil,180,15,11,8,Maintenance,Lunch,1
77,Hearts of Palm Salad,Brazil,30,2,0.2,5,Maintenance,Lunch,0
77,Roasted Pumpkin,Brazil,50,1,2,8,Maintenance,Lunch,0
77,Farofa (Toasted Cassava),Brazil,350,3,12,60,Maintenance,Lunch,0
77,Churrasco Skewer,Brazil,230,26,14,0,Maintenance,Dinner,0
77,Baked Snapper,Brazil,120,23,3,0,Maintenance,Dinner,1
77,Chicken Stroganoff,Brazil,190,16,12,7,Maintenance,Dinner,1
77,Mandioka (Boiled Yuca),Brazil,160,1.5,0.3,38,Maintenance,Dinner,0
77,Mixed Green Salad,Brazil,20,2,0.2,4,Maintenance,Dinner,0
77,Grilled Lobster Tail,Brazil,110,22,2,1,Maintenance,Dinner,1
77,Beef Kofta (Brazilian),Brazil,210,22,13,1,Maintenance,Dinner,1
77,Sauteed Kale (Couve),Brazil,50,3,3,6,Maintenance,Dinner,0
77,Garlic Shrimp,Brazil,130,20,5,2,Maintenance,Dinner,1
77,Veggie Moqueca,Brazil,110,4,7,9,Maintenance,Dinner,0
78,Acai Bowl (Unsweetened),Brazil,100,2,5,14,Maintenance,Breakfast,0
78,Pao de Queijo (Small),Brazil,310,6,18,34,Maintenance,Breakfast,0
78,Tapioca with Cheese,Brazil,180,4,6,30,Maintenance,Breakfast,0
78,Papaya Fruit,Brazil,43,0.5,0.1,11,Maintenance,Breakfast,0
78,Bolo de Fuba (Corn),Brazil,320,5,14,45,Maintenance,Breakfast,0
78,Grilled Pineapple,Brazil,50,0.5,0.2,13,Maintenance,Breakfast,0
78,Scrambled Eggs (2),Brazil,145,12,10,1,Maintenance,Breakfast,1
78,Whole Wheat Bread,Brazil,250,9,3,48,Maintenance,Breakfast,0
78,Couscous (Nordestino),Brazil,110,4,0.5,23,Maintenance,Breakfast,0
78,Fruit Smoothie,Brazil,60,2,0.5,12,Maintenance,Breakfast,0
78,Feijoada (Lean Version),Brazil,170,14,9,10,Maintenance,Lunch,1
78,Moqueca (Fish Stew),Brazil,150,12,9,6,Maintenance,Lunch,1
78,Picanha (Lean Fat Cap),Brazil,240,25,15,0,Maintenance,Lunch,0
78,Chicken Coxinha (Baked),Brazil,220,12,10,22,Maintenance,Lunch,1
78,Rice and Black Beans,Brazil,130,6,1,25,Maintenance,Lunch,0
78,Grilled Chicken Breast,Brazil,165,31,3.6,0,Maintenance,Lunch,0
78,Shrimp Bobo,Brazil,180,15,11,8,Maintenance,Lunch,1
78,Hearts of Palm Salad,Brazil,30,2,0.2,5,Maintenance,Lunch,0
78,Roasted Pumpkin,Brazil,50,1,2,8,Maintenance,Lunch,0
78,Farofa (Toasted Cassava),Brazil,350,3,12,60,Maintenance,Lunch,0
78,Churrasco Skewer,Brazil,230,26,14,0,Maintenance,Dinner,0
78,Baked Snapper,Brazil,120,23,3,0,Maintenance,Dinner,1
78,Chicken Stroganoff,Brazil,190,16,12,7,Maintenance,Dinner,1
78,Mandioka (Boiled Yuca),Brazil,160,1.5,0.3,38,Maintenance,Dinner,0
78,Mixed Green Salad,Brazil,20,2,0.2,4,Maintenance,Dinner,0
78,Grilled Lobster Tail,Brazil,110,22,2,1,Maintenance,Dinner,1
78,Beef Kofta (Brazilian),Brazil,210,22,13,1,Maintenance,Dinner,1
78,Sauteed Kale (Couve),Brazil,50,3,3,6,Maintenance,Dinner,0
78,Garlic Shrimp,Brazil,130,20,5,2,Maintenance,Dinner,1
78,Veggie Moqueca,Brazil,110,4,7,9,Maintenance,Dinner,0
79,Oatmeal with Almonds,Pakistan,120,5,4,18,Muscle Gain,Breakfast,0
79,Boiled Eggs,Pakistan,155,13,11,1,Muscle Gain,Breakfast,0
79,Whole Wheat Paratha,Pakistan,260,6,12,35,Muscle Gain,Breakfast,0
79,Egg White Omelette,Pakistan,52,11,0.2,0.7,Muscle Gain,Breakfast,0
79,Yogurt with Honey,Pakistan,70,4,2,10,Muscle Gain,Breakfast,0
79,Chana Masala,Pakistan,140,6,5,18,Muscle Gain,Breakfast,0
79,Fruit Chaat,Pakistan,80,1,0.5,18,Muscle Gain,Breakfast,0
79,Mung Daal Chilla,Pakistan,160,9,4,22,Muscle Gain,Breakfast,0
79,Lassi (Salted),Pakistan,45,3,2,4,Muscle Gain,Breakfast,0
79,Mixed Nuts,Pakistan,600,20,50,20,Muscle Gain,Breakfast,1
79,Chicken Karahi (Lean),Pakistan,150,19,7,2,Muscle Gain,Lunch,1
79,Daal Mash,Pakistan,105,7,3,13,Muscle Gain,Lunch,0
79,Mixed Veg Sabzi,Pakistan,85,3,5,10,Muscle Gain,Lunch,0
79,Chicken Tikka Breast,Pakistan,140,26,3,0,Muscle Gain,Lunch,1
79,Grilled Fish,Pakistan,110,20,3,0,Muscle Gain,Lunch,1
79,Lentil Soup,Pakistan,75,5,1,12,Muscle Gain,Lunch,0
79,Brown Rice,Pakistan,110,3,1,23,Muscle Gain,Lunch,0
79,Chapli Kebab (Baked),Pakistan,210,22,12,2,Muscle Gain,Lunch,1
79,Palak Paneer,Pakistan,150,9,11,4,Muscle Gain,Lunch,0
79,Tinda Masala,Pakistan,60,2,3,7,Muscle Gain,Lunch,0
79,Mutton Stew (Lean),Pakistan,180,20,10,2,Muscle Gain,Dinner,1
79,Baked Trout,Pakistan,150,19,7,0,Muscle Gain,Dinner,1
79,Chicken Haleem,Pakistan,130,12,5,12,Muscle Gain,Dinner,0
79,Okra Bhindi Fry,Pakistan,90,2,6,8,Muscle Gain,Dinner,0
79,Steamed Chicken,Pakistan,120,22,2,4,Muscle Gain,Dinner,1
79,Matar Paneer,Pakistan,160,10,10,8,Muscle Gain,Dinner,0
79,Beef Shish Kebab,Pakistan,200,25,11,0,Muscle Gain,Dinner,1
79,Red Kidney Beans,Pakistan,120,8,1,20,Muscle Gain,Dinner,0
79,Pumpkin Masala,Pakistan,50,1,2,8,Muscle Gain,Dinner,0
79,Whole Wheat Roti,Pakistan,260,9,1,55,Muscle Gain,Dinner,0
80,Greek Yogurt & Honey,Greece,115,9,4,12,Maintenance,Breakfast,0
80,Spanakopita (Baked),Greece,240,7,15,20,Maintenance,Breakfast,0
80,Boiled Egg & Olives,Greece,180,10,15,2,Maintenance,Breakfast,0
80,Whole Wheat Rusks,Greece,310,10,3,62,Maintenance,Breakfast,0
80,Feta Cheese Omelette,Greece,190,13,15,1,Maintenance,Breakfast,1
80,Fresh Figs,Greece,74,1,0.3,19,Maintenance,Breakfast,0
80,Tahini on Toast,Greece,280,9,18,22,Maintenance,Breakfast,0
80,Cucumber and Tomato,Greece,25,1,0.2,5,Maintenance,Breakfast,0
80,Baked Rice Pudding,Greece,130,4,3,22,Maintenance,Breakfast,0
80,Grapefruit with Mint,Greece,42,0.8,0.1,11,Maintenance,Breakfast,0
80,Greek Salad (Horiatiki),Greece,110,4,9,5,Maintenance,Lunch,0
80,Chicken Souvlaki,Greece,160,24,6,1,Maintenance,Lunch,1
80,Moussaka (Healthy Style),Greece,180,10,11,12,Maintenance,Lunch,0
80,Lentil Soup (Fakes),Greece,105,8,3,14,Maintenance,Lunch,0
80,Grilled Octopus,Greece,160,30,2,0,Maintenance,Lunch,0
80,Stuffed Grape Leaves,Greece,140,4,8,15,Maintenance,Lunch,0
80,Baked Cod with Herbs,Greece,110,22,2,0,Maintenance,Lunch,1
